tittle,review,stars
"Delay, Delay, Delay. oh free food?","awalnya sudah medengar tentang rumor kualitas dari maskapai ini, namun akhirnya saya membuktikannya sendiri. penerbangan medan - surabaya (transit batam), lalu surabaya - denpasar. dan penerbangan pulang denpasar - medan (transit bandung) delay terlama yang pernah saya rasakan, 5 jam! mungkin ini belum seberapa dibanding delay yang dialami penumpang lainnya dengan maskapai ini. kompensasi? oh dikasih gratis makanan, namun apalah artinya makanan dibanding waktu yang terbuang sia-sia. masalahnya, delay yg di alami bukan hanya pada 1 penerbangan, namun hampir seluruh penerbangan yg saya lakukan (pp medan-denpasar) dengan maskapai ini, variasi keterlambatan 1 - 5 jam. semoga kedepannya bisa lebih baik. tapi kalau layanan yang diberikan masih tetap seperti ini, well, apabila ada pilihan lain, lebih baik pilih maskapai lain. ",2
bad,"bad service, koper saya bisa terbuka dan koper saya rusak, not recommended. dan juga sering delay...",1
BAGASI RUSAK PARAH,"BAGASI RUSAK Parah!!!, reschedule jam penerbangan seenak jidat. Roda Koper Lepas, Body koper Berlubang parah. tidak tau gimana management memperlakukan koper bagasi, yang jelas koper bagasi kembali dalam keadaan RUSAK PARAH, Roda hilang 1, Body Koper HANCUR!!!  Air as always hancur mengecewakan, kalau bukan krn jam penerbangan, sy tdk akan memilih maskapai ini. semoga kedepan nya menjadi lebih baik ",1
Bagasi saya robek dan maskapai menawarkan 200 bth .. itu tidak dapat diterima,bagasi saya robek dan maskapai menawarkan saya 200 bth itu luar biasa. Alasan 1. saya tidak ingin robek tapi maskapai CARELESS 2. ini adalah bagasi berkualitas baik tidak berkualitas rendah dan itu merek baru ... saya hanya menggunakan untuk pertama kalinya. 3. kompensasi w.200 bth apakah itu bisa tidak membandingkan w. aset klien. Jadi jika manajemen berpikir 200 bth layak untuk klien royalti longgar seperti saya ... tolong simpan uang Anda. Saya menolak untuk menerima yang itu. Saya tahu ini maskapai berbiaya rendah..tapi ini sangat murah. Saya tidak berharap tas saya membawa standar yang buruk ini. Jika baggagwe saya bahannya rendah.. saya mungkin menganggap itu salah saya Ini adalah terakhir kalinya saya menggunakan maskapai ini.. saya sangat kesal,1
silahkan menilainya masing2,Bagi saya perlu banyak belajar dari maskapai yang lain deh... agar  bisa menjadi maskapai primadona penumpang,2
Pilihan penerbangan dengan biaya hemat dan bersahabat,"bagi saya terbang menggunakan maskapai ini bukan pertama kalinya, sudah beberapa kali saya menggunakan jasa maskapai penerbangan  air sebagai alternatif untuk menghemat biaya perjalanan. pelayananannya lumayan memuaskan namun ada beberapa kekurangan maskapai ini sering kali mengalami keterlambatan waktu (delayed). Tapi alhamdulillah selama saya naik  air belum pernah mengalami delayed. Bagi para traveler maskapai penerbangan ini bisa menjadi alternatif untuk menghemat biaya perjalanan anda.",3
"Harga bagus, pesawat bagus ... tapi sering delay",Bagi yang ingin terbang murah..coba ini. Harganya cukup masuk akal...pesawatnya adalah seri baru...hanya saja mereka harus belajar bagaimana mengatur waktu....agak frustasi karena delay terus menerus.,3
Maskapai penerbangan terburuk di dunia. Orang-orang mengerikan yang mengerikan,"Bagian dari bulan madu saya hancur dan biaya besar yang dikeluarkan oleh maskapai yang tidak kompeten dan tidak profesional ini! Kami terbang dari sibolga ke medan, di mana kami memiliki penerbangan lanjutan dengan maskapai lain tetapi seekor anjing masuk ke landasan saat lepas landas dan mengakibatkan pertemuan yang menakutkan karena ban pesawat kempes menghindari anjing itu !! Jadi pesawat tidak mengambil off dan kami harus menunggu lebih dari 5 jam sampai kami bisa lepas landas sehingga kami benar-benar ketinggalan penerbangan lanjutan kami. Saya meminta staf di  air untuk membantu kami tetapi mereka tidak mau dan jadi kami harus membeli penerbangan pengganti dengan  air yang harganya 7614800 rupia yang merupakan Â£ 400 GBP dalam mata uang saya sendiri. Saya mengerti bahwa saya memiliki hak sebagai konsumen di Indonesia dan setidaknya seharusnya mendapatkan sejumlah uang untuk ketidaknyamanan delay, atau jika mereka layak, mereka seharusnya membayar untuk penerbangan pengganti kami tetapi kami tidak mendapat apa-apa selain cemberut dan kebohongan. penerbangan pengganti kami dengan  dan mereka jauh lebih baik! menggunakannya demi kebaikan,",1
not good enough,"Bagian kakinya ga begitu luas, buat aku yang tinggi badannya hanya 155 cm dan berat 45 kg masih ada cukup ruang gerak, sedangkan penumpang di sebelah aku yang punya postur tubuh lebih besar dari aku merasa kesulitan bergerak. sempet delay selama 3 jam juga. tidak ada makan dan tidak ada hiburan seperti TV",3
Bagus Sih,"bagus banget pelayanannya, check-in di Makassar sangat lama, tapi walaupun pilihan makanannya sedikit makannya tetap enak.",4
Delay...Delay....Always Delay.....,"Bagus juga kalo dikasih predikat "" King of Delay.."" PP jkt-bali-jkt delay, bisa sampai 3 jam dan para penumpang tidak diberikan kompensasi apapun (minuman atau makanan). Saat landing juga terlalu keras, seperti kalau naik motor kena polisi tidur.",2
Thank you  air pas banget waktunya ga delay tepat waktu,"Bagus pelayanan nya Dan ramah-ramah.. Dan yang terpenting ga delay tepat waktu pas banget saat lagi buru-buru ngejar waktu karena udah di tungguin keluarga di jakarta dan tepat waktu...
Thanks  air",3
Penerbangan delay,"bagus, memiliki beberapa jadwal penerbangan dan banyak pesawat untuk bepergian di sekitar tujuan di Indonesia. Namun, delay penerbangan adalah masalah dan masalah utama dari layanan ini",3
Layanan buruk dengan karyawan bad mood,Bahkan dalam penerbangan domestik Anda mengharapkan layanan berkualitas baik tetapi dengan maskapai/penerbangan ini kami mengalami layanan yang buruk. Tampaknya para karyawan sedang dalam suasana hati yang gila ketika Anda memasuki pesawat. Anda terbiasa mendapatkan senyum lebar dan Selamat datang di perusahaan lain. Penerbangan dan pendaratan yang baik. Pesawat tidak buruk.,3
Pak,"bali ke pontianak via jakarta. saya baru saja ketinggalan penerbangan dari jkt ke pontianak. sebelumnya pesawat delay dep dari jkt ke pontianak. kemudian saya menunggu di restoran dekat terminal, tiba-tiba saya mendapat info bahwa aircrat telah menutup pintu dan siap untuk pergi.i tidak mendengar pengumuman atau panggilan dari singa. untungnya ada penerbangan lain ke pontianak. saya mengatur ulang dan saya bisa pergi ke pontianak bahkan terlambat tiba. tks singa",3
maskapai murah,"bangku yang di sediakan sempit , dan untuk sudut dengkul yang terlalu dekan dengan bangku depan . sering adanya delay pesawat",3
Buruk tapi termurah,"Banyak cerita yang saya dapatkan bersama  Air. Mau bagaimana lagi karena ini adalah yang termurah di pasaran jadi saya tidak punya pilihan lain. Mereka juga memiliki banyak pilihan jadwal, mereka dapat memiliki 5 penerbangan atau bahkan lebih ke tujuan yang sama dalam sehari. Namun buruknya, jika penerbangan tidak penuh, mereka akan membatalkan atau menggabungkan penerbangan. Suatu kali saya tidak bisa mendapatkan kursi di pesawat, dan mereka membuat saya duduk di tempat yang kosong. Jadi seperti naik bus. Hati-hati juga, terkadang barang bawaan Anda akan rusak. Selalu bayar untuk pembungkusan bagasi, percayalah.",2
Tidak seperti kebanyakan orang bilang,"Banyak orang bilang bahwa  air adalh maskapai yang buruk. Menurut saya hal tersebut tidaklah sepenuh nya benar. Selama beberapa kali terbang bersama  air, saya tidk pernah mengalami kendala apa-apa termasuk delay.",3
Sangat Puas,"Banyak orang selalu mengeluh tentang maskapai ini tetapi menurut pengalaman saya, penerbangan ini sangat tepat waktu. Mungkin karena penerbangan saya di pagi hari. Check in sangat cepat dan antrian pendek. Klaim bagasi sedikit lebih lama di bandara Juanda. Setelah semua saya puas",4
Terbang Ekonomis,"Banyak pilihan waktu untuk maskapai penerbangan ini, sehingga cukup flesksibel untuk pilihan waktu mendadak .",4
Pelaynan dan fasilitas sangan jelek,"Banyak pungli, di bandara terminl 1B orang orangnya hanya mementingkan uang dan uang, apalgi petugas check innya, sangat jelek prlayanan, muka tidak bershabat, tidak ramah sama sekali, jutek dn kasar, smuanya di jadikan uang, saya tidak akak mau lgi pkai maskapai ini, so bad, suatu saat nnti perushaan penerbngan ini akan bngkrut jika pelayann dan orang orangnya seperti ini",1
maskapai penerbangan murah yang bagus,Banyak rute di Indonesia dan harga murah. Saya terbang dengan mereka berkali-kali dan tidak ada masalah. Beberapa penerbangan populer mungkin dipesan berlebih.,3
Sebanding antara harga dan Pelayanan,"Banyak sekali maskapai penerbangan di Indonesia, Salah satu penerbangan yang ekonomis adalah  Air. Memiliki banyak tujuan di daerah di Indonesia dengan Frekuensi penerbangan atau waktu penerbangan yang banyak dan terjadwal. Pada penerbangan kali ini, tidak mengalami DELAY, dengan pesawat yang besar Boeing 737 series 900 . Penerbangan ke Balikpapan adalah penerbangan tanpa asap rokok, tanpa SNACK , Tanpa Entertainment, namun anda bisa tertidur dalam pesawat. Sebanding antara harga dan pelayanan.",3
satisfied,"banyak testimoni ttg  air, rata rata negative .. khusus utk pengalaman saya, agustus 2017 dan agustus 2018 saya liburan ke bali, pakai  Air blm pernah kecewa, tidak delayed.pelayanan pun saya puas. memang ada kejadian, sampai bandara ngurah rai, koper anak saya pecah, langsung saya komplain ke petugas  air,tidak sampe 30 menit masalah selesai saya menerima uang ganti rugi, tidak ada proses yg sulit atau di persulit. mungkin ada yg berpendapat saya lagu beruntung saja, tapi bbrp bulan lalu sepupu saya dr bali berkunjung ke jakarta utk tugas kantor, saya yg jemput ke soekarno hatta, sepupu saya pakai  air juga dan tidak ada delayed.so far saya puas. mungkin kondisi kursi di pesawat saja yg harus di benahi, terlihat sudah banyak yg harus peremajaan/diperbarui. terima kasih  air",5
 Air Budget Airline,Banyak yang bilang naik  Air pasti delay.. Tapi untuk kesekian kalinya naik  Air tanpa delay dan selamat sampai tujuan.,4
Jalur Udara Begitu Begitu,"Banyak yang kecewa dengan maskapainya, tapi bisa dimaklumi, harga yang kompetitif tapi tidak diimbangi dengan pelayanan yang maksimal menimbulkan banyak keluhan yang muncul. Tapi terkadang saya tidak punya pilihan lain, jadi saya tetap berusaha menikmati perjalanan saya dengan maskapai ini.",3
Ontime performance,"Banyak yg skeptis dg maskapai ini, akan tetapi 1 yg tdk bisa dipungkiri sangat membantu dg banyaknya tujuan penerbangan yg ditawarkan ditambah pilihan waktu yg tersedia. Beberapa waktu terakhir terbang bersamanya, selalu on time",4
perjalanan yang mengejutkan,"Baru 1x ini saya mengalami naik pesawat  dan jamnya dimajukan.. berangkat jam 6 tiba2 jam 5.15 sudah disuruh masuk pesawat dan menunggu di dalam pesawat. tapi sampai dalam kondisi ontime, sayang landing atidak kasar.. semoga  bisa lebih baik lagi dan kursi pesawat mengalami perbaikan karena kursi ekonomi keras banget beda banget sama ",3
So far so good,"baru bbrp kali terbang pakai . Sejauh ini menurut saya lumayan on time, karena ini salah satu yg terpenting (selain tentunya faktor keselamatan). Karena penerbangan saya jarak pendek jadi konsumsi yg di dapat roti Dan air minum saja, saya tidak tahu bagaimana dengan penerbangan jarak jauh. Ada entertainment tapi disarankan bawa headphone sendiri, tapi kalo ketinggalan bisa dibeli di pesawat. Satu hal lagi, jarak seat nya dengan yang depan juga cukup lebar jadi kaki ga usa di tekuk2. Keep up the good work",4
Penerbangan yang Nyaman,"Baru kali ini berkesempatan naik penerbangan business class jurusan Jakarta Surabaya. Mendapat kursi di no 1A. Tempat duduk yang lebih lebar dan kenyamanan selama penerbangan menjadi alasan utama mencoba kelas business class. Dikarenakan ini penerbangan pendek, hanya mendapat snack selama penerbangan. Kalau tidak salah saya mendapat puding, air mineral dan brownies. Para pramugari cukup profesional dalam melayani. Saya akan mencoba kelas business lagi di ",4
Kecewa,Baru kali ini saya mencoba pesawat  tujuan kul ke cgk dengan id7162m. Harus nya terbang jam 16 3  delay sampai 19 3 belum terbang juga menunggu penumpang dari penang. Tapi kita sudah di suruh masuk pesawat dari jam 19   .,2
Maskapai premium tapi pelayanan minimum,Baru kali ini saya naik masakapai  tidak ada layanan entertaiment di dalam pesawat. tentu hal ini mengakibatkan kecewaan karena tidak ada hiburan selama perjalanan kurang lebih 3 jam,3
maskapai keren dgn service yg bagus,"Baru pertama kali naik Batik dan udah suka banget sama maskapai ini. Mulai dari tampilannya yang cakep, terus juga kursinya nyaman, leg room oke, in flight entertainmentnya juga keren. banyak film up to date. makanannya juga enak, kemarin dapat nasi plus ikan patin. Bisa request minum juga. take off dan landing juga smooth2 aja, sewaktu di atas juga nyaman. Pokoknya keren deh",5
Kesan pertama delays,"baru pertama kalinya naik  yang masih anak perusahaan  air(juara delays nya) kirain bakalan on time ternyata delays 2 jam yang seharusnya berangkat jam 10.20 wib, ini baru take off jam 12.17 wib, walaupun di kasih complimentary 1box (2 bh roti + air mineral) tetap berasa lelah dan bosan, di dalam cabin dengan seats 3-3 lumayan nyaman, dan diberikan 1 box makanan kembali, Dan terbayar sudah kekesalan anak saya dengan fasilitas hiburan nya games,",3
Suprisingly tidak delay!,"Baru pertama kalinya naik  air, dan tidak delay bahkan sangat tepat waktu!suatu pencapaian baik dari  air. Pramugari pun sangat baik, dan cepat tanggap.",5
Waspadalah terhadap tuduhan paksa!,"Baru-baru ini, maskapai penerbangan ini memperkenalkan jatah bagasi berbayar yang menghapus bagasi gratis. Tiketnya hanya mencakup jatah bagasi 7kg dan bagasi terdaftar 0kg. Sementara praktik ini sangat biasa untuk maskapai berbiaya rendah,  Air entah bagaimana mempraktikkan praktik yang sangat cerdik.. penerbangan hari ini, agen check-in menimbang barang bawaan dan membiarkan orang membawanya jika di bawah 7kg, yang sangat normal. Namun, di pintu gerbang, staf  Air menimbang barang bawaan lagi dan entah bagaimana memaksa semua orang (bahkan orang yang membawa barang bawaan) di bawah 7kg tunjangan) untuk check-in bagasi mereka DAN memaksa mereka untuk membayar berat penuh bagasi sebagai kelebihan bagasi.Alasan: pesawat penuh.Ini adalah tanggung jawab mereka untuk memastikan syarat dan ketentuan tiket mereka sendiri dihormati. Tidak membuat alasan untuk menghasilkan lebih banyak uang dari penumpang. Lebih baik hindari maskapai ini!",1
Menyesal,Barusan di tinggal pswt. Meski sdh checkin utk 4 org hanya di minta ke cs . Setelah di cs hanya diberi pilihan refund 1 %. Tidak simpatik pelayanan dg menyuruh pelanggan ngurus ke operator yg menjual. Saya memaksa minta bukti pengantar refund. Baru dibuatkan. Meski menjadi member  sepertinya tdk ada gunanya. Coba kalau selay 3  menit. Apa yg penumpang dapatkan.kompensasinya? Kedepan saya ragu memberikan rekomendasi jika maskapai lain saat penumpang terlambat msh memberikan pilihan terbang berikutnya dan refund yg lebih baik,2
Selalu on time dengan harga ok," 5.3  dari Juanda ke Cengkareng dengan nomor penerbangan ID64 1 ini selalu on time, proses check in lancar petugas sigap, roti snack dan botol air mineral yang dibagikan ke penumpang (meskipun saya selalu tidur tetapi tetap diberi ditaruh di tempat makan lipat depan kursi) adalah layanan lebih  untuk harga sedikit diatas LCC",5
Alternatif Airline yang kualitasnya mendekati," adalah airline alternatif pertama saya manakala harga tiket  Indonesia sudah terlalu mahal. Legroom lega, cocok buat orang yang bertubuh tinggi seperti saya dan istri saya.

Fleetnya juga modern. A32  yang dioperasikan menurut saya jauh lebih modern B737-8  NG yang dioperasikan oleh .

Urusan entertainment, layar serta touchscreen A32  milik  jauh lebih mudah dioperasikan, dan layarnya juga lebih besar. Sayangnya, koleksi filmnya terlalu sedikit. Pada penerbangan saya yang terakhir bersama , bahkan tidak ada pilihan musik.",4
Pengalaman penerbangan menggunakan ," adalah perusahaan penerbangan bagian dari  Air Group, merupakan maskapai yang mulai beroperasi sejak 3 Mei 2013. Untuk jurusan Jakarta-Surabaya dan sebaliknya menggunakan No. flight ID-6575. Kelas yang tersedia adalah Ekonomi dan Bisnis. Pada kelas ekonomi ruang untuk kaki cukup luas dengan panjang 32 inci, tersedia TV, makanan ringan dan minuman gratis, harga tiket termasuk bagasi 20 kg. Pada kelas bisnis tersedia fasilitas yang lebih baik terutama ruang kaki lebih panjang yaitu 45 inci dan bagasi gratis 30kg. Jarak perjalanan sekitar 682 km dengan waktu tempuh sekitar 1 jam 30 menit dengan kecepatan rata-rata 455 km. Apabila membawa bayi di bawah usia 7 hari harus ada surat keterangan medis. Pelayanan selama penerbangan cukup baik, namun keberangkatan dan kedatangan tidak tepat waktu. Waktu berangkat seharusnya jam 10.30 dan kedatangan seharusnya jam 12, tetapi waktu boarding terlambat sekitar 30menit dan waktu mau take off harus antri sekitar 30menit, jadi total keterlambatan 1 jam. Waktu pulangnya juga naik  dengan jadwal berangkat 12.50 dan tiba di CKG 14.20, tetapi mengalami keterlambatan boarding dan take off sekitar 30 menit. Namun kekecewaan tersebut terhibur dengan penyediaan hidangan snack, hiburan TV dan penerbangan yang mulus baik waktu take off, penerbangan maupun landingnya.",4
